text,aspect,label
would be a safe bet to restore,restore.,1
best productivity app i have ever used but mobile version is slow and laggy even on midrange hardware,app,2
there is no trust because milk packet has one color delivered milk packet is other color i raised the same issue they are saying,milk,0
top notch recommended app,recommended,0
currently i am doing for youtube video and need to wait next month,youtube,1
could you refund the money it just charged on me,charged,0
i have not received my delivery ordered  days back,delivery,0
dont buy the premium version,BUY,1
i received emails every day after signing up for an account required to use the app pretending to be from various people “becky from airtable” but obviously automated all sent at  intervals from when i signed up,emails,1
also delivery charge to be removed,delivery charge,0
 ltr milk pcking was torn ,MILK,0
hi how do i change the timing of vo in the scene timeline it is showing as disabled,timeline;,1
good efficient regular,"Good,",2
i love notion on my mac but not on my mobile  can not copy more linesblocks  no offline mode  extremely long time to load please fix it,lines/blocks,2
for personal projects things is extremely friendlier,personal,1
no invideo branding or watermark  resolution custom font uploads make videos in any language,watermark,1
it is just slow if they could improve the ui and speed it up it would absolutely be gold,speed,0
if you can not find the api section in your workspace then you are likely not part of it,"workspace,",1
i assumed i was connected to the school internet as this edit was done in class,school,1
app is good no issues nothing  just the thing  i urge developers to add handwriting and notebook featire with templates it would be blessing,notebook,2
then locate the seeker in the timeline from where you want the audio to be added and add as vo from left panel,audio,1
in the screenshot of the speed test the upload speed is ,screen,1
good and professional,professional,2
the video is not loading in the trimmer part,trimmer,0
hello i have a projects database,Projects,1
the app is actually perfect,app,2
mariepoulin notionhq catmulvihill nice page do you have a template with projects  tasks ,projects,1
the mobile has bugs takes a long time to open sometimes have to force the app closed,app,0
best of the organizer app,app,2
but the payment from my bank account was placed ok and the money are gone so,account,1
what is diffrences between free plan and lifetime pro plan,lifetime,2
well if yo have uploaded or recorded the vo you will have to manually adjust into the scene so it will get synced to the text,text,1
with a coupon that a friend offered me,offered,1
i recently fell in love with your reminder function and i was wondering if it is possible that the remind,reminder,0
i ever asked to another support agent that remove background an be used every month,background,1
best productivity app i have ever used,app,2
not as fast as other options but considering the power and flexibility it is beyond worth it,power,0
really bad application,app,0
hi there i had some issues today with the video stuff i talked with brandon and hermangi i noticed that because of all the exports i lost some of the premium stock stuff but i always did the same video there were complications,exports,0
videos throughout there are  scenes music stops abruptly upon export at scene ,export,1
i do not have a laptop or computer anymore only an ipad,laptop,0
excellent in note taking and task management,note taking,2
overall one of the best note taking app,app,2
working on a ppt  first thing i googled was why ppt templates on notion,templates,1
delivery charges for one time delivery is too high making it not suitable for rarely used items,Delivery charges,0
please confirm by clicking the allow support access button which can be found under settings amp members  my account  support access,support,1
the new updates fix the previous problems,The,0
the bun bread was stale  expiry date was the same as delivery date,bun bread,0
i am using my android phone as my daily driver,Android phone,0
your service is great your mobile app is great but why have you opted out of asana for  macbook,mobile,2
by what is up msg n allowing to talk to you bcause ur app is absolutely useless,app,0
i use airtable everyday to track my expenses product sales pricing etc but this ios app is very limited,expenses,0
is there any additional info you can share with us to help verify,share,1
cant seem to create a new project on the mobile,mobile,1
you took up a subscription but forgot to cancel it and were thus charged,charged,0
vegitables and fruits are not good,Vegitables,0
no updates in  months after  complaints,months (after,0
we will never ask you for account information like your password or answers to security questions,password,0
hi i was trying to switch from evernote to notion by my friends recommendation,Evernote,1
regular deliverypayment via food card should be addedalso they should add more milk items like rabdi mozerella cheese etc,Regular,2
the service is good the,service,2
provide delivery on or before time,Provide,0
when i have split screen open with notion an another app,split screen,0
our free and public lecture series the premedics lectures is a novel approach to medical education of professional personnel,free,1
i have purchased fruits like watermelon and puppaya the quality is very poori did not expect you will supply like this,puppaya,0
but i switched to unlimited as the promo code was good for all plans,unlimited,1
as of now invideo is only available on desktop,desktop,0
service  the way you reach out to your customers and notify them regarding all your onground operational challenges,operational challenges.,2
so flexible in so many ways love the form feature the most,flexible,2
address the complaints as soon as possible,Address the complaints..,1
by providing delivery on time  without delivery charges,delivery charges,0
audio volume  still can not hear properly,audio,0
you can create a new workspace by clicking the name of your current workspace in the top lefthand corner to open the workspace switcher,Workspace,1
fixing a large formula in notionhq and having a hard time seeing particular functions,formula,2
service is prompt  but app is not customer friendly we can not interact ,app,0
they have everything you could possibly need for making the most organised efficient and visually pleasing notestimetablesto do lists and so on,notes/timetables/to,1
add quick login pinfingerprint functionality,pin/fingerprint,1
matenatica notionhq update i tried this and i think the easiest way for me is to copy it directly from goodnot,copy,1
this means that you do have a good stock of the products but are creating artificial scarcity of the products to earn extra,artificial scarcity,0
we have an api application request and guide for you to fill out the request successfully,API,1
the apple numbers app does everything this app does and much more but easier faster and free,free,2
my order not deliver though you were not paid,deliver,0
the business plan was not cancelled and hence you were getting the notification,notification,0
my  lt milk is not received yet booked on wednesday,milk,0
after a small glitch which the help desk sorted out super fast,sorted,1
i love airtable but the ipad apps is not complete with its features,iPad,0
sure give me your new email,email,1
easily payment can make,payment,1
syncs all my notes across devices,devices.,2
well nothing works for you guys pathetic service dishonest customer service falling apart app and very good in testing peoples temper all,"service,",2
i have to wait for  minutes to be able to use this app simply it just stuck on notion logo,"app,",2
we are a team of  and only one of us has access to the home page,team,1
easy to order and quiet deliverg,Easy,2
your plan is canceled and a refund for the charge initiated,refund,0
the best app for productivity,app,2
i do not want to use any template since i have already created the slides on powerpoint,template,1
keyboard hides the note field when typing into it,field,0
faced the same issue for four days no resolution ,no resolution,0
i will have a try to download the video one more time if there are still some problems i will let you know thanks for yor help,download,1
adelinethewong creating and sharing notionhq templates,sharing,1
please cancel my account and erase my details too after the refund,refund.,1
you can start off with a  day trial on either of the plans to test it out,plan,1
amazing app,app,2
i j ust wan t to purchse the temple so i can download the video only,video,1
i am experiencing difficulty in registering my complaint on the app when i call customer help line standard answers like there is no complaint registered and close the calllet some body call on this number and resolve our problem,"app,",0
databases take too long to load,Databases,0
genius app perfectly notepad simply database,"app,",2
small learning curve but an exceptional means to manage any project you can conceive,project,1
syncs all my notes across devices,notes,2
the app itself is great but the start up time is awfully frastrating,app,2
he says that he accidentally added a member to his workspace and it reverted the workspace to an old team workspace and he cannot anymore find the current workspace he is working on,workspace,1
if you create a free plan like this many people will use and it affect the quality and the speed of rending invideono wonder why i got problem while render and edit video,speed,0
i am missing notes  i do not remember all of them,notes,0
needs to integrate with outlook,integrate,0
it is a really powerful and featurerich app,app.,2
try to sale curd and chakka also,curd,0
since day  i m requesting to provide thermo bag but till date not received as a resultant most of the time milk are spoiled,milk,0
ok there were one in the top right one in the middle and one on the bottom left an a few below i deleted them to test its working fine,delete,0
will that work as a facebook cover  on mobile,mobile?,1
yes you can create videos on the free plan,plan.,1
if i place all the links into a table can you convert those all to embed,table,1
the app is very customisable which is something that you would want in a personal organizer app,app,2
no offers cashback promotions or product discounts while starting you given more discounts but now nothing watse,discounts,0
pls stop membership access for free delivery,membership access,0
at the first time i use my iphone to down notion app but now i would like to start on my computer,iPhone,2
the platform does not work it has been taking me off the web for days,off,0
notionhq hey guys i am having issues with latex equations showing up as invalid throughout my workspace that were,workspace,1
what happened is that i created a new workspace within my workspaces and by moving a page to this workspace it instantly disappear,"workspace,",1
 icon that appears to the left on hover and selects color to change the background color or by highlighting the text and clicking on the a to change the text color,color.,1
every change i made does not get saved,saved,0
i just checked it by downloading on my laptop,downloading,1
how can i know the status of my storage,storage?,0
after downloading the app i tried to sign up but i couldnt because asana is not available in my location sudan although sudan name has been lifted from the state sponsors of terrorism list,list,0
i will let you know later when i buy,buy,0
i also got a notification in payoneer,notification,0
great note taking app but we require complete offline mode like evernote,"app,",0
this is the best app i have come across,app,2
agile and accurate,Agile,0
really good and easy database program as is recommended,recommended,2
i have not a clue how this app works,app,0
no minimum order  zero delivery charges  also better customer care service with quick responses,delivery charges,0
have any opportunity  for first month not yearly plan,plan,0
the application is very good in case i would like asana to have a student plan,student,1
good products  good service,service,2
neat and clean business dealing,clean business,1
by supplying milk before ,milk,0
these notionhq advices for building a dashboard for maximum productivity are awesome whizoe,dashboard,2
i really appreciate your efforts,app,0
service is good but not reliable ,Service,2
love using air table for generating ideas copy and assigning media to posts articles tweets and more,Table,1
escalate to tier  is not a valid response  need to help the user restore the deleted page  what relevant information for resolution have you gathered,restore,0
how to edit a photo video,edit,1
can you stay with me until i apply the code,code,1
idea of notion the best workspace application ever,application,2
can you please try converting them to  and uploading,uploading,0
this app is perfect for productivity,productivity,2
asana is an essential part of my business,business,1
organise your tweets the way you want ,Organise,1
you cannot use paid templates on professional plan,templates,1
for example here the first column is a link between mois dexercice  exercices,column,1
please allow to zoom in images it will make the function a whole lot better,Please,0
but it would be better if ur app improves in the android version,app,0
after that i clicked one of my page which was listed in that list view and i found out that every contentstext in that page was gone for good,listed,1
my previous card expired i aded another one but the payment is not going through,pay,1
products availability delivery delivery time discounts offers,"discounts,",0
but i canceled it a week ago and was charged today or something,canceled,0
rxcelente only that they should increase the capacity at the time of uploading  videos today is nothing,uploading,0
unfortunately it is not possible to enter task start and finish dates,dates,0
for a free app it’s awesome,free,2
i found the url of the page is not working at the moment,url,0
unable to do anything besides create a task and add notes which can be done in hundreds of other apps,task,1
my experience of this app on my samsung tab  is horrible and is really unusable,app,0
 there is no offline use,offline use.,0
the interface is nice opening takes forever,interface,2
timely supply of items,supply of items.,2
if i refresh the screen will i loose the progress,screen,0
deliveries not done due to operational constraint,Deliveries,0
if you have a cheaper option for monthly payment in business let me know,cheaper,1
instead it shows the link to download,link,0
this app have potential to be my path to become a productive human,app,2
when i signed up a couple of friends warned me about the delivery issues frequent cases of delay or cancellation but i still signed up,delivery issues,0
does not work on desktop app,desktop,0
overall it is the best to do app i found,app,2
the first scene on the time line,SCENE,1
i can’t log in with my google account,log,0
you are on the business yearly plan,Plan,1
i think it is the best app that i use,app,2
extremely powerful functional and useful software that i use for everything on desktop,desktop.,2
yes you can cancel it anytime,cancel,1
you guys promise to deliver breakfast items and always fail consistentlydelivery not done or package is badly donemoreover heavy veg  fruits on top of milk packsyou need to packs thing neatly in plastic or carboard,heavy veg,0
however i did not know notion does not work offline on android,offline,0
 did not even know i was getting charged,charged,0
hoping in more features and in some customisable shortcuts to take quickly the notes without have to open all the time the app and looking for the page where to create the new note,app,2
communication only regret but no imorivement vegetables and fruits no return policy can recommend to buy only branded packed items,vegetables,0
right place delivery,Right place delivery,0
are you sure it will not get included when i export,export?,0
i do not trust your deliveries at all,deliveries,0
awesome,Awesome.,2
yes the page is still accessible via search and because i have it as a favourite,search,1
app is really great for all my bloglecture notes and everything,"blog,lecture",2
hello i did the requested left and logged in again and still i still can not download my project could you help me please,"project,",0
excellent task manager but big downside,big,2
shpigford considering this just happened to me while trying to log in to notionhq i am going to have to go with,log in,1
increase reliability of delivery and safety awareness of the delivery person make the product available i am unable to use super access to its value,safety awareness,0
no service charges and assured timely delivery,service charges,2
 if anyone is buying things less than  you charge them the delivery fees,delivery fees.,0
making charts should be available as part of tables,tables.,0
will these account have individual access in different email and password,account,1
a musthave for project collaboration,collaboration,1
no info in advance for non delivery and difficult to connect with you for any problem and charging unnecessary additional fees,delivery,0
but desktop version is awesome,desktop version,2
apparently when evernote limits you to two devices on a free plan they include signing in through a browser as we,free,2
very good tool for organizing jobs into groups,groups,2
firstly there is one most annoying thing that need to be sorted which is freezing as when you do a new notes it freezes and you can not click on other notes,"freezing,",0
prmpt and timely,timely.,2
a ecrit  you are always welcome terence and please drop us a line anytime if something comes up from notion,line,0
the app feels too cumbersome and limited compared to the usability of the website on computer,website,0
checked in admin mode that he has only one active workspace the other one is deleted as per team lead found a related task that might help what do you think the resolution should be,"workspace,",1
web version cool,Web version,0
you template,template,1
last week the subscription amount of  users was debited to my credit card and our subscription is still valid for  users who are what is necessary for the moment since then i have sent  messages through the website in the support option describing the whole fact and they do not return to me ,subscription,1
it will become as good as the desktop version soon,desktop version,2
cant delete notifications on electron mail ,notifications,1
replace the media in the scene again and export it please,scene,1
the institution sent me a link through this application to dictate my data is there a problem if i fill out the form,link,1
bug only in desktop app not in safari,Safari,0
i mean it feels unresponsive i think devs made some android port from ios i cannot be satisfied with the smoothness of the app,app.,0
stop charging service fees already your products are expensive,service fees,0
i even switched my keyboard from qwertz german to qwerty english uk for notion and davinci resolve,keyboard,0
i see you are on professional lifetime plan and you cannot use premium features and to use them you will have to upgrade to business or unlimited plan,premium,1
and you charge  rs as a delivery charge which is not acceptable,a delivery,0
always have the items which are included in your list available,items,0
ipad pro ,iPad,0
truly a lifechanging app,app.,2
hello please cancel my subscription and refund me,subscription,1
i have purchased fruits like watermelon and puppaya the quality is very poori did not expect you will supply like this,fruits,0
overall a very good platform which has most of the features i was after but the deal breaker for me was the inability to display recurring events individually on the calendar,calendar,0
very fine bestom best,Very,2
future paid features are added for free to you if you are a premium customer ,paid,1
but i prefer the desktop version because sometimes my notion app gets stuck on the logo screen and randomly logs me out and is way less functional but still love it,desktop version,2
notionhq it would be wounderful if all databases made by button template changes when i do changes on template itself,template,1
does not work on my phone,phone.,0
but i cancelled the  days trial i am sure ,trial,0
if it only had home screen widgets that would be amazing,"widgets,",0
the desktop app is the best thing i have ever used for college,app,2
please bring back swipe actions on the my tasks screen,swipe,0
speed has increased,Speed,0
the mac app is slow and the android os still loading while i write this review,Mac app,0
poco se habla de la mejora de rendimiento de notionhq desde el viernessabado lei a uno de sus ingenieros en tw,rendimiento,1
select the video on the scene and click on trim,trim,1
if you’re using an ipad and sign into airtable with your google account don’t waste your time  sign in doesn’t work,sign in,1
please make sure that delivery daily,delivery,0
please provide us a feature to see notes as we create or update them without going into the specific notebooks,notebooks,0
collect delivery charge on the basis of number of occasion and not per item,delivery charge,0
downloaded now,downloaded,1
failed to create subscription please check the card details and try again,card,1
the curd i ordered twice was expired,curd,0
i would like to cancel my free trial however there does not seem to be a button for that,button,1
hi may i know the difference if i upgrade to unlimited plan,upgrade,1
really useful app when it finally loads and opens,"app,",2
this app is great for managing journals todo tasks habits notes bookmarks all in one,"habits,",2
my only major problem is how slow the application is both on mobile and desktop,application,0
business plan is for  or ,plan,1
i have run into some real trouble having made changes and deletions to a linked data base withouut realizing it and have seem to have instantly ruined the planning and tracking of about  people on my team,data,1
please use invideo from computerlaptop,laptop,1
it is super useful for our small  people team,team,2
app start are too slow,App,0
keep goin with update and surprise us with the great apps of yours,apps,2
and want to change into korean,Korean,1
i hope you guys can make it more lighter for android users like me who has  of ram,android users,0
information regarding cancelling product or delay in delivery,product,0
can you fix the voice over at scene   mark on id please,scene,1
prices are high comparing market and vegetables are not good quality,Prices,0
one of the best apps that i have used in quite sometime now,app,2
but looking through the built in templates gave me a really thorough idea of what notion can do,Notion,2
for the scene just click it and click on the trash icon that comes above it,scene,1
your organization must not be  a hospital organization involved with health insurance or group health plans or a related organization i agree to these terms and conditions  are you interested in the monthly or annual team plan,Annual,1
i love hopefully put more free stuff really thank you,free,2
notion is literally a dream come true for anybody that needs a structured and organized filing system,Notion,0
what would really take it to the next level though would be adding a notes option for ipad and creating widgets for both ipados and ios,widgets,0
youtubecreators currently planning out all my content ideas on notionhq,planning,1
app not working properly customer support needs human touch,customer support,0
 notionhq template,Template,2
increase product range and price competitiveness,price competitiveness.,0
listen to complaints and try to rectify,Listen to complaints,0
good app but every time i open it it takes  seconds to load,load.,2
next i wish there was a way to input a handwritten notes does not have to be a full fledged feature like onenote just the ability to sketch diagramsnotes and input it alongside typed notes would be massive change,typed notes,1
i see so does that turn off the music for just that scene,music,1
hi how do i change the timing of vo in the scene timeline it is showing as disabled,scene,1
but now i am at a point where i need to find a way to move a huge content archive from dropbox over to notion so our growing team will have access to it in the future,archive,1
please refresh the page and check the last exported video once its is processed,export,1
it is an inline gallery view not under a toggle and the bug usually happens when the card is medium size,toggle),0
prompt and scheduled supply,Prompt,2
seems ok so far but no widgets,widgets,0
my ios app defaults to list view and incomplete tasks no matter how many times i change it to board and all tasks,Board,1
so no new bills coming anymore,bills,0
 team goals  notionhq template,Template,1
you can not degroup it but you need to click on the text inside for it to be editable if its small increase the text box size a bit so you are able to click in the right place,text,1
i did extensive research and asana seemed to be the best resource for my companies needs however it is not syncing from mobile to desktop and vice versa,syncing,0
can you put me on to a trial for business plan,business plan.,1
please add a dark theme and subtasks indicator,subtasks,0
here is a tip maybe you guys could consider to improve the efficiency of workflow which is to quickly add a webpage link or snapshot to the notes through chrome or edge plugins,"workflow,",1
i complaint of curdly milk supply on  and not received coffee sample on ,milk,0
one star away from becoming best note taking app,note taking app.,2
actually what i was looking for— todos to check off without kanban doens but kanban where its good sync over my devices,sync,0
does asana going to dark mode theme,dark mode theme,0
apologies i see there is only  scene in the video,scene,1
really annoying if you only use ios,iOS,0
your delivery guy is not delivering milk packet at door step in the cool bag,delivery guy,0
the best taking note app i have ever used,note app,2
request to add or change an email domain for saml single signon on workspace ,workspace,1
this app has been very helpful in helping me to organize and prioritize my tasks,prioritize,1
it does not allow editing in list format you need to click on each record and a form opens,list,1
hi i have a notebook containing  notes in my evernote i want to import all those notes to notion but when the import task finished only the latest  notes were imported,notebook,1
please note that i am not hooked on to your app to check the status of delivery,delivery.,0
so user friendly and aesthetically pleasing,user friendly,2
dulanisunny telangamol notionhq aliabdaal have not watched any youtube videos about notion yet,youtube,1
notionhq notion will not load for me in safari  macos catalina,Safari,0
you guys promise to deliver breakfast items and always fail consistentlydelivery not done or package is badly donemoreover heavy veg  fruits on top of milk packsyou need to packs thing neatly in plastic or carboard,consistently.delivery,0
poor service service fees too high and irrational behaviour by customer service,customer service,0
name,#NAME?,0
for all new projects you can upload the logo in the brand presets,logo,1
not to miss the customer service is just fabulous,the customer,0
recently downloaded and the free tools and integration are awesome,free,2
hey notionhq can you please make the text line next to a disclosure triangle also please unwrap the content,text,1
completely unhappy with the inability to delete my account,account,1
prices of groceries are very high compared to others,Prices,0
improve your delivery service,delivery service,0
the onlinedesktop view of this platform is amazing,online,2
you stopped your service at a short notice without giving a valid reason,service,0
how can i see the names of headers when using gallery view in a notion page within the sidebar,sidebar?,1
with the lifetime unlimited premium plan you can get  unlimited videos exportsmonth unlimited premium videosmonth,Unlimited,2
service and quality of the products,quality,0
notion is such an amazing app and site i have not taken advantage of all the features,app,2
reliability and prompt clear and transparent communication in case of delivery failure,Reliability,2
the greatest note taking app i use it on my laptop,"app,",2
i see the count for remove the background is exhausted,remove,1
best notetaking app i have used,notetaking app,2
remove delivery charges or minimise to  like bbdaily,delivery charges,0
can you add flashing color banners to create alerts for example a logistic chart on the app and on your website,chart,1
thx for the wednesday upload,upload,1
the most recent problem is where the table pages will not even display the tables and because i use these tables so often it infuriates me even more,table pages,0
stop charging delivery fee,delivery fee,0
and add  to my text,text,1
i have been using it every day since  i have tried others but certainly this is the best,every day,2
no customer care and app is not active,app,0
even when i delete it it appears in the download,download?,0
 m    linkedin profile,file,1
the keyboard is left open the submit button is hidden by it there is no way to scroll,button,0
it was not until i reset my wifi and switched to online mode for notion that the text suddenly disappeared,reset,0
helped me organize everything i need,organize,2
more of varietyprompt delivery and good quality,quality,2
yes so we have an option to pay either via paypal or card whatever suits you best for which i can share a link on chat,"card,",1
how do i make the monthly payment of invideo my tryal expires tomorrow,payment,1
that way the price will be reduced accordingly at the end of the trial,trial,1
hi i just uploaded a video i made to youtube and there was a copyright claim on the music from your music library,YouTube,1
this app can do everything you would hope for and more,app,2
the best app ever,app,2
timely service,Timely,2
project planning,Project,1
does it affect the existing uploaded files in any way if i downgrade,files,1
how well is our data protected in this team plan,data,1
hi i have just upgraded my plan but it is still showing the istock watermark on the clip,upgrade,1
it takes forever to open the app,app,2
do not deduct money from my account without my knowledge,deduct money from my account,0
im looking for the heading where i can find deleted items,deleted,1
aprilynnea notionhq nothing to share as a tip now but learn it from the start,share,1
the only option to log in into app for the first time with an existing account is to “send a magic link to email to avoid password”,log,0
unlimited videos exportsmonth unlimited premium videosmonth,Unlimited,2
airtable is great but i wish desktop features like airtable apps calendar view and forms were available on ios and ipados,view,1
i have an iphone  and i am constantly having to turn my phone sideways to click things or delete things,iPhone 11,1
i have used notion on my desktop so i wanted to try it out on my iphone however the app already does not open on my first time downloading it,desktop,0
daily without fail delivery before  am and vacation facilities,delivery,0
however it still does not compare to the desktop version as the notetaking interface is still lacking,interface,0
the images show three tasks with no relations to  or ,projects],0
airtable on ios is very very limited,iOS,0
sometimes when you drag and drop a video there is a suggestion advising to make it fits the exact length of the text sometime you have to guess,drag and drop,1
i see now the  is not a really good deal,good deal.,0
 all the paid templates would be free to use,free,1
very flexible and fast,flexible,0
delivery time and cancellation at any time,Delivery,2
may i know what is the file type and size you are uploading,uploading,1
i would like the developers to add support for gdscript programming language code block and mind maps,Gdscript programming language,1
we have been using asana extensively to manage both tasks and communication throughout all branches of the company,communication,1
so i have a question regarding editing for youtube vidoes,youtube,1
the sans serif font is roboto which may make easier your job because it is default typeface,roboto,0
good and prompt service,prompt service,2
early morning and quick respone and your milk supply boys are also sincere,respone,2
i had a subscription for eggs for a week,eggs,0
hey guys can you help me please with some questions about embding files from different google tools in notion,file,0
im not being able to access it from my cell phone,cell phone,1
therefore besides milk i do not purchase anything else,milk,0
when i choose a genre of music no songs show up,songs,0
but as the very first time the number of my vatid is shortened by one digit,first time,1
timely delivery,delivery.,2
i see you were on business monthly plan but it was cancelled,plan,1
you all know how to build a project management software that really optimized workflows and streamlines communication,streamlines communication,1
i do not remember old password,password,0
your delivery guys does not give the delivery at door step,delivery guys,0
after being able to sign in with apple i immediately enjoyed using airtable to put my game and movie collections and some other ideas i thought of because of how flexible airtable is,Sign In,1
how do i remove all logos from the side bar,logos,1
improve support and delivery on time and correct quantity,correct quantity,0
plz work on the prices offered on fruits and vegetables,prices,0
if you look at my pinterest pin you will see what i mean with the black screen at the start,pinterest,0
i found past versions of my class notes from the page i copied and pasted from before i split my class notes into the three sub pages which such as topic  operations but i do not have access to it because my account only allows to restore versions within  days and it now requires me to pay  just to receive my notes back,pay,1
hello i recently purchased the business plan with a  off promo code for the year,purchased,1
my only problem is that i can not even open this app because i always stuck in the notion logo for a really long time ,app,0
you could have two workspaces one for khealth and the other for hydrogenhealth where they both have saml configurations for their respective domains and any pages that need to be shared,SAML,1
i want to define a calculation expression in a column even in ios app,iOS,0
slowly adding useful features but still gimped,Slowly,0
is too slow to load,slow to load,0
free plans do not even have watermarks,watermarks,0
the option to put a layer ahead or below is not appearing,layer,0
prompt delivery and nice bag,delivery,2
so there is images with editable text,image,1
excellent app for note taking and cross platform usability,note,2
i take all my notes in this app use it for scheduling things,"app,",2
i agree that this is an overwhelming app at first but stick with it,app,2
expected a polished product but have bugs,bugs,0
its free are enough at least for meit have amazing template collection so that you do not have to create yourself,template,0
app is great for laptops but not for androids,App,2
good products but more items to be added and last order should be allowed till  of clock night,products,2
i even ran a video that added even more levels of complexity but not an option for font sizing,complexity,0
i wrote in earlier about a problem i was having with a message the app was giving about waiting for the assets to load,load.,0
really need all views in ios app 😩,iOS,0
please offer your services as promised,services,2
please do not disclose the deal and price anywhere as it is a custom deal and we will not be able to accommodate others on it,price,0
really missing the opportunity to switch between two or more accounts,accounts,0
try updating the delivery status in advance n promptly make the necessary changes upfront you have been updating the delivery status as delivered even when you have not i had to dispute it for you change it,delivery status,0
since the last update the application does not open,update,0
the asana ios app has improved significantly,iOS,0
although notion itself is brilliant the android app is slow buggy broken and completely unusable offline,android app,0
i think notion is quite good,notion,2
can we generate video for facebook ads facebook story ads instagram video ads,"ads,",1
if you are getting an error then try another card that is the only way you can take a trial,card,1
i new to video editing i am interested in the business plan for editing,"editing,",1
on my iphone when i go to highlight more than one block of text the page starts to scroll endlessly to the end of the page without highlighting the full block,the,1
not native to android or windows  site also not so great no horizantal scrolling for kanban inline then how can i use the feature,"windows,",0
would love to see them improve syncing between devices before more new features,devices,0
evernote never had this problem,Evernote,0
and i clicked upgraded to business yearly,Yearly,1
but everytime i add guests they are beins trasnformed into members of the workspace,add guests,1
we chose not to use the tool and are now trying to cancel within the  day free trial,trial,1
colors we can change are too less,Colors,1
could you please help me change the email address of my account,email,1
how do i remove the music from a video draft,music,1
during covid lockdown you proved youself as a disaster totally undependable,"you proved youself as a disaster,",0
and dark mode is not exactly dark,Dark Mode,0
perfect for managing my activities and organizing projects,projects,1
what if i use ten  sec only videos in one project means i can not use istock again this month am i right,iStock,1
the web app has seriously changed the way i organise myself and hands down knocks out all the competition such as evernote and one note but the notion app is a little clunky to navigate,web app,2
how can i embed an image from a link in a gallery template,image,1
i have requested for super daily bag multiple times but have not got yet,bag,0
you can try it out on the trial if you like it you can continue or you can cancel at the end of the trial,trial,1
i miss the german language,German,0
help me with the project,project,1
service by all means to be improved,Service,0
the quality of fruits was pathetic and it was the main reason i stopped ordering from supr,fruits,0
no proper response to our queries,No proper response,0
give proper solution for problems and supply good quality items,quality,0
organise everything into one hub ,Organise everything,2
excellent digital calendar app,calendar,2
no deleting has not been changed ill have a look,deleting,0
twofactor identification is broken in the app  i enter my code and can’t get the keypad to disappear to advance through into my account,broken,0
that scrolling option is not showing,scrolling,0
the best way to be notified is via my youtube  as,YouTube,1
stunning user interface and a variety of options to easily collaborate with your team,interface,0
we are going to take notes about the events and shar,notes,1
i use super daily only for milk nd other oavked groceries,daily,0
so many cancelled orders plus the booking of milk n curd is wrong had to pin point missing curd last month do not act like a street vendor,curd,0
and is there a way to cancel my payment even if i pay a fee,pay,1
i run an entire small business customer management database off airtable,database,1
for the free personal plan you can only upload files up to  each not total,file,1
provide reset password instructions,reset,1
happy to answer any questions that you may have about security,security,1
it is goodbut some times i can not get which i wantslike milk bread etcit available after two days or,milk,0
third thing is enabling more editing on the text like using toggle and numbered list and changing font size and others at the same moment,editing,1
is it possible to create a keyboard shortcut for lockingunlocking a page,shortcut,0
can you help me find more public knowledge bases and support sites made with notionhq,Support,1
food quality and price,Food quality,0
almost perfect in organising and sharing notes,sharing notes.,2
yes you can add sound effect sfx from left panel and add it as a background music you can also upload your own sound effects and add it,music,1
absolutely love this app however it is uses on mobile are limited compared to a full desktop experience which i usually use,"app,",2
i want to  all in one control unit,list,1
next question in the business plan wht does it mean istock clips,"business plan,",1
products and timely delivery,delivery,2
if you start a subscription through the appstore i assume that one can also cancel it in the app store but if you start a subscription from the web app it is difficult to stop it on mobile,subscription,0
i will mention the reset app and clear local data to some desktop users,Data,0
notion has it all i have my tasks lists sprint planning shared lists docs general notes all in one place,"general notes,",2
the error might be because of the limit which invideo has to upload videos on youtube,youtube,1
but according to my plan i have  of storage,plan,1
for the last scene of the project i want to add the badges or logos of various media like youtube fb spotify apple podcast etc,media,1
i even switched my keyboard from qwertz german to qwerty english uk for notion and davinci resolve,English,0
best soft for remote team management,remote team,1
this is the most productive and usefull app on the appstore please please please change the icon of the app and create a new one,app,0
i love the app in pc works very well but the recent update in mobile app make it way too,app,2
in a database where i have multiple views enabled sometimes the app just refuses to load a particular view or do anything in that view,views,0
the mere act of opening the notionhq tab makes me feel like a productive person,opening,0
i have shared it to web now and added the link here,web,1
why the members who regularly buy milk has to pay service charge,service charge.,0
best feature rich productivity app ever,app,2
